filter,id,slug,title,href,content_type,content_slug,property_name
Characters,616b34d05b2a0492a01ad05b,neeva,Neeva,,games-apps,star-wars-tales-from-the-galaxy-s-edge,Star Wars: Tales from the Galaxy’s Edge
Characters,616b317ec809b492a01ad05b,nena,Nena ,https://www.starwars.com/series/star-wars-resistance,series,star-wars-resistance,Star Wars Resistance
Characters,616b2ba2ece98492a01ad05b,nhego-roolan,Nhego Roolan,,games-apps,star-wars-commander,Star Wars: Commander
Characters,616b283d10435492a01ad05b,nien-nunb,Nien Nunb,https://www.starwars.com/films/star-wars-episode-vii-the-force-awakens,films,star-wars-episode-vii-the-force-awakens,Star Wars: The Force Awakens (Episode VII)
Characters,616b283d10435492a01ad05b,nien-nunb,Nien Nunb,https://www.starwars.com/films/star-wars-episode-vi-return-of-the-jedi,films,star-wars-episode-vi-return-of-the-jedi,Star Wars: Return of the Jedi (Episode VI)
Characters,616b283d10435492a01ad05b,nien-nunb,Nien Nunb,https://www.starwars.com/films/star-wars-episode-ix-the-rise-of-skywalker,films,star-wars-episode-ix-the-rise-of-skywalker,Star Wars: The Rise of Skywalker (Episode IX)
Characters,616b283d10435492a01ad05b,nien-nunb,Nien Nunb,https://www.starwars.com/films/star-wars-episode-viii-the-last-jedi,films,star-wars-episode-viii-the-last-jedi,Star Wars: The Last Jedi (Episode VIII)
Characters,616b351c68c61492a01ad05b,nightsister-merrin,Nightsister Merrin,,,,
Characters,616b2bdfa60dc492a01ad05b,nils-tenant,Nils Tenant,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b3160ea043492a01ad05b,ninth-sister,Ninth Sister,,,,
Characters,616b359210e2f492a01ad05b,niv-drendow-apruk,Niv Drendow Apruk ,https://www.starwars.com/the-high-republic,,,Star Wars: The High Republic
Characters,616b385284017492a01ad05b,nix,Nix,https://www.starwars.com/games-apps/star-wars-outlaws,games-apps,star-wars-outlaws,Star Wars Outlaws
Characters,616b2be135977492a01ad05b,nix-card,Nix Card,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b2ffeeb555492a01ad05b,nix-jerd,Nix Jerd,https://www.starwars.com/films/star-wars-episode-viii-the-last-jedi,films,star-wars-episode-viii-the-last-jedi,Star Wars: The Last Jedi (Episode VIII)
Characters,616b34d35f714492a01ad05b,nooa,Nooa,,games-apps,star-wars-tales-from-the-galaxy-s-edge,Star Wars: Tales from the Galaxy’s Edge
Characters,616b31bbbcdf7492a01ad05b,norath,Norath,https://www.starwars.com/series/star-wars-resistance,series,star-wars-resistance,Star Wars Resistance
Characters,616b2842a3f31492a01ad05b,nossor-ri,Nossor Ri,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b28443b2f2492a01ad05b,numa,Numa,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b28443b2f2492a01ad05b,numa,Numa,https://www.starwars.com/series/star-wars-rebels,series,star-wars-rebels,Star Wars Rebels
Characters,616b28482a0cb492a01ad05b,nute-gunray,Nute Gunray,https://www.starwars.com/films/star-wars-episode-ii-attack-of-the-clones,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
Characters,616b28482a0cb492a01ad05b,nute-gunray,Nute Gunray,https://www.starwars.com/films/star-wars-episode-i-the-phantom-menace,films,star-wars-episode-i-the-phantom-menace,Star Wars: The Phantom Menace (Episode I)
Characters,616b28482a0cb492a01ad05b,nute-gunray,Nute Gunray,https://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith,films,star-wars-episode-iii-revenge-of-the-sith,Star Wars: Revenge of the Sith (Episode III)
Characters,616b28482a0cb492a01ad05b,nute-gunray,Nute Gunray,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b284f22960492a01ad05b,o-mer,O-Mer,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b2425483bc492a01ad05b,obi-wan-kenobi,Obi-Wan Kenobi,https://www.starwars.com/films/star-wars-episode-i-the-phantom-menace,films,star-wars-episode-i-the-phantom-menace,Star Wars: The Phantom Menace (Episode I)
Characters,616b2425483bc492a01ad05b,obi-wan-kenobi,Obi-Wan Kenobi,https://www.starwars.com/films/star-wars-episode-v-the-empire-strikes-back,films,star-wars-episode-v-the-empire-strikes-back,Star Wars: The Empire Strikes Back (Episode V)
Characters,616b2425483bc492a01ad05b,obi-wan-kenobi,Obi-Wan Kenobi,https://www.starwars.com/films/star-wars-episode-ii-attack-of-the-clones,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
Characters,616b2425483bc492a01ad05b,obi-wan-kenobi,Obi-Wan Kenobi,https://www.starwars.com/films/star-wars-episode-vi-return-of-the-jedi,films,star-wars-episode-vi-return-of-the-jedi,Star Wars: Return of the Jedi (Episode VI)
Characters,616b2425483bc492a01ad05b,obi-wan-kenobi,Obi-Wan Kenobi,https://www.starwars.com/films/star-wars-episode-iv-a-new-hope,films,star-wars-episode-iv-a-new-hope,Star Wars: A New Hope (Episode IV)
Characters,616b2425483bc492a01ad05b,obi-wan-kenobi,Obi-Wan Kenobi,https://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith,films,star-wars-episode-iii-revenge-of-the-sith,Star Wars: Revenge of the Sith (Episode III)
Characters,616b2425483bc492a01ad05b,obi-wan-kenobi,Obi-Wan Kenobi,https://www.starwars.com/series/obi-wan-kenobi,series,obi-wan-kenobi,Obi-Wan Kenobi
Characters,616b2425483bc492a01ad05b,obi-wan-kenobi,Obi-Wan Kenobi,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b2425483bc492a01ad05b,obi-wan-kenobi,Obi-Wan Kenobi,https://www.starwars.com/series/star-wars-rebels,series,star-wars-rebels,Star Wars Rebels
Characters,616b2425483bc492a01ad05b,obi-wan-kenobi,Obi-Wan Kenobi,,games-apps,disney-infinity-3-0-character-quest,Disney Infinity 3.0 - Character Quest
Characters,616b2425483bc492a01ad05b,obi-wan-kenobi,Obi-Wan Kenobi,,games-apps,jedi-mind-match,Jedi Mind Match
Characters,616b32092276c492a01ad05b,ochi-of-bestoon,Ochi of Bestoon,https://www.starwars.com/films/star-wars-episode-ix-the-rise-of-skywalker,films,star-wars-episode-ix-the-rise-of-skywalker,Star Wars: The Rise of Skywalker (Episode IX)
Characters,616b2850c1f99492a01ad05b,ody-mandrell,Ody Mandrell,https://www.starwars.com/films/star-wars-episode-i-the-phantom-menace,films,star-wars-episode-i-the-phantom-menace,Star Wars: The Phantom Menace (Episode I)
Characters,616b305fa3ec9492a01ad05b,officer-sharest,Officer Sharest,https://www.starwars.com/films/solo,films,solo,Solo: A Star Wars Story
Characters,616b3159af97c492a01ad05b,oga-garra,Oga Garra,,,,
Characters,616b2852634f7492a01ad05b,okalin,Okalin,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b28540ae5b492a01ad05b,old-daka,Old Daka,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b29c682c6c492a01ad05b,old-jho,Old Jho,https://www.starwars.com/series/star-wars-rebels,series,star-wars-rebels,Star Wars Rebels
Characters,616b29b55090a492a01ad05b,oleg,Oleg,https://www.starwars.com/series/star-wars-rebels,series,star-wars-rebels,Star Wars Rebels
Characters,616b3202e7036492a01ad05b,oma-tres,Oma Tres,https://www.starwars.com/films/star-wars-episode-ix-the-rise-of-skywalker,films,star-wars-episode-ix-the-rise-of-skywalker,Star Wars: The Rise of Skywalker (Episode IX)
Characters,616b3319945ce492a01ad05b,omega,Omega,https://www.starwars.com/series/star-wars-the-bad-batch,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
Characters,616b32c3689f9492a01ad05b,omera,Omera,,,,
Characters,616b2855b24cb492a01ad05b,onaconda-farr,Onaconda Farr,https://www.starwars.com/films/star-wars-episode-ii-attack-of-the-clones,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
Characters,616b2855b24cb492a01ad05b,onaconda-farr,Onaconda Farr,https://www.starwars.com/films/star-wars-episode-i-the-phantom-menace,films,star-wars-episode-i-the-phantom-menace,Star Wars: The Phantom Menace (Episode I)
Characters,616b2855b24cb492a01ad05b,onaconda-farr,Onaconda Farr,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b28577983f492a01ad05b,onca,Onca,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b2fb21e768492a01ad05b,oniho-zaya,Oniho Zaya,https://www.starwars.com/films/star-wars-episode-viii-the-last-jedi,films,star-wars-episode-viii-the-last-jedi,Star Wars: The Last Jedi (Episode VIII)
Characters,616b2b035c22a492a01ad05b,oola,Oola,https://www.starwars.com/films/star-wars-episode-vi-return-of-the-jedi,films,star-wars-episode-vi-return-of-the-jedi,Star Wars: Return of the Jedi (Episode VI)
Characters,616b2c4e447bf492a01ad05b,oora,Oora,https://www.starwars.com/series/star-wars-rebels,series,star-wars-rebels,Star Wars Rebels
Characters,616b30ce7579d492a01ad05b,opeepit,Opeepit,https://www.starwars.com/series/star-wars-resistance,series,star-wars-resistance,Star Wars Resistance
Characters,616b310031586492a01ad05b,oplock,Oplock,https://www.starwars.com/series/star-wars-resistance,series,star-wars-resistance,Star Wars Resistance
Characters,616b29ef0758e492a01ad05b,oppo-rancisis,Oppo Rancisis,https://www.starwars.com/films/star-wars-episode-i-the-phantom-menace,films,star-wars-episode-i-the-phantom-menace,Star Wars: The Phantom Menace (Episode I)
Characters,616b29ef0758e492a01ad05b,oppo-rancisis,Oppo Rancisis,https://www.starwars.com/films/star-wars-episode-ii-attack-of-the-clones,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
Characters,616b29ef0758e492a01ad05b,oppo-rancisis,Oppo Rancisis,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b30b9743b9492a01ad05b,orka,Orka,https://www.starwars.com/series/star-wars-resistance,series,star-wars-resistance,Star Wars Resistance
Characters,616b32ffffff0492a01ad05b,orla-jareni,Orla Jareni,https://www.starwars.com/the-high-republic,,,Star Wars: The High Republic
Characters,616b28599d826492a01ad05b,orn-free-taa,Orn Free Taa,https://www.starwars.com/films/star-wars-episode-i-the-phantom-menace,films,star-wars-episode-i-the-phantom-menace,Star Wars: The Phantom Menace (Episode I)
Characters,616b28599d826492a01ad05b,orn-free-taa,Orn Free Taa,https://www.starwars.com/films/star-wars-episode-ii-attack-of-the-clones,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
Characters,616b28599d826492a01ad05b,orn-free-taa,Orn Free Taa,https://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith,films,star-wars-episode-iii-revenge-of-the-sith,Star Wars: Revenge of the Sith (Episode III)
Characters,616b28599d826492a01ad05b,orn-free-taa,Orn Free Taa,https://www.starwars.com/series/star-wars-the-bad-batch,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
Characters,616b28599d826492a01ad05b,orn-free-taa,Orn Free Taa,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b29456cd0d492a01ad05b,orphne,Orphne,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b286014ee4492a01ad05b,oruba-the-hutt,Oruba the Hutt,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,619ff3e9231d488a17098be4,osha-aniseya,Osha Aniseya,https://www.starwars.com/series/the-acolyte,series,the-acolyte,The Acolyte
Characters,616b2861d9df9492a01ad05b,osi-sobeck,Osi Sobeck,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b28639403c492a01ad05b,otua-blank,Otua Blank,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b286531835492a01ad05b,owen-lars,Owen Lars,https://www.starwars.com/films/star-wars-episode-iv-a-new-hope,films,star-wars-episode-iv-a-new-hope,Star Wars: A New Hope (Episode IV)
Characters,616b286531835492a01ad05b,owen-lars,Owen Lars,https://www.starwars.com/films/star-wars-episode-ii-attack-of-the-clones,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
Characters,616b286531835492a01ad05b,owen-lars,Owen Lars,https://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith,films,star-wars-episode-iii-revenge-of-the-sith,Star Wars: Revenge of the Sith (Episode III)
Characters,616b286531835492a01ad05b,owen-lars,Owen Lars,https://www.starwars.com/series/obi-wan-kenobi,series,obi-wan-kenobi,Obi-Wan Kenobi
Characters,616b286b12813492a01ad05b,pablo,Pablo,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b242df7407492a01ad05b,padme-amidala,Padmé Amidala,https://www.starwars.com/films/star-wars-episode-i-the-phantom-menace,films,star-wars-episode-i-the-phantom-menace,Star Wars: The Phantom Menace (Episode I)
Characters,616b242df7407492a01ad05b,padme-amidala,Padmé Amidala,https://www.starwars.com/films/star-wars-episode-ii-attack-of-the-clones,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
Characters,616b242df7407492a01ad05b,padme-amidala,Padmé Amidala,https://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith,films,star-wars-episode-iii-revenge-of-the-sith,Star Wars: Revenge of the Sith (Episode III)
Characters,616b242df7407492a01ad05b,padme-amidala,Padmé Amidala,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b242df7407492a01ad05b,padme-amidala,Padmé Amidala,https://www.starwars.com/series/tales-of-the-jedi,series,tales-of-the-jedi,Tales of the Jedi
Characters,616b2f4437d66492a01ad05b,paige-tico,Paige Tico,https://www.starwars.com/films/star-wars-episode-viii-the-last-jedi,films,star-wars-episode-viii-the-last-jedi,Star Wars: The Last Jedi (Episode VIII)
Characters,616b2fb72f611492a01ad05b,pammich-nerro-goode,Pammich Nerro Goode,https://www.starwars.com/films/star-wars-episode-viii-the-last-jedi,films,star-wars-episode-viii-the-last-jedi,Star Wars: The Last Jedi (Episode VIII)
Characters,616b2fb72f611492a01ad05b,pammich-nerro-goode,Pammich Nerro Goode,https://www.starwars.com/films/star-wars-episode-vii-the-force-awakens,films,star-wars-episode-vii-the-force-awakens,Star Wars: The Force Awakens (Episode VII)
Characters,616b2e65a9696492a01ad05b,pao,Pao,https://www.starwars.com/films/rogue-one,films,rogue-one,Rogue One: A Star Wars Story
Characters,616b2d660126b492a01ad05b,paploo,Paploo,https://www.starwars.com/films/star-wars-episode-vi-return-of-the-jedi,films,star-wars-episode-vi-return-of-the-jedi,Star Wars: Return of the Jedi (Episode VI)
Characters,616b2afb6bec1492a01ad05b,passel-argente,Passel Argente,https://www.starwars.com/films/star-wars-episode-ii-attack-of-the-clones,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
Characters,616b2afb6bec1492a01ad05b,passel-argente,Passel Argente,https://www.starwars.com/films/star-wars-episode-i-the-phantom-menace,films,star-wars-episode-i-the-phantom-menace,Star Wars: The Phantom Menace (Episode I)
Characters,616b2afb6bec1492a01ad05b,passel-argente,Passel Argente,https://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith,films,star-wars-episode-iii-revenge-of-the-sith,Star Wars: Revenge of the Sith (Episode III)
Characters,616b33ca9bb1c492a01ad05b,paz-vizsla,Paz Vizsla,https://www.starwars.com/series/the-mandalorian,series,the-mandalorian,The Mandalorian
Characters,616b34309be6d492a01ad05b,pegla,Pegla,https://www.starwars.com/series/andor,series,andor,Andor
Characters,616b32c7df5fe492a01ad05b,peli-motto,Peli Motto,https://www.starwars.com/series/the-book-of-boba-fett,series,the-book-of-boba-fett,The Book of Boba Fett
Characters,616b32c7df5fe492a01ad05b,peli-motto,Peli Motto,https://www.starwars.com/series/the-mandalorian,series,the-mandalorian,The Mandalorian
Characters,616b33a7e5af9492a01ad05b,peli-motto-s-pit-droids,Peli Motto's pit droids,,,,
Characters,616b33a96d94c492a01ad05b,peli-motto-s-r5-d4,Peli Motto's R5-D4,,,,
Characters,616b2fa849a90492a01ad05b,pemmin-brunce,Pemmin Brunce,https://www.starwars.com/films/star-wars-episode-viii-the-last-jedi,films,star-wars-episode-viii-the-last-jedi,Star Wars: The Last Jedi (Episode VIII)
Characters,616b2ece6f049492a01ad05b,pendra-siliu,Pendra Siliu,https://www.starwars.com/films/rogue-one,films,rogue-one,Rogue One: A Star Wars Story
Characters,616b2cf21412b492a01ad05b,peppi-bow,Peppi Bow,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b343e6b808492a01ad05b,perrin-fertha,Perrin Fertha,https://www.starwars.com/series/andor,series,andor,Andor
Characters,616b2a36b2c75492a01ad05b,peteen,Peteen,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b286cb3664492a01ad05b,petro,Petro,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b2db8fb034492a01ad05b,petty-officer-thanisson,Petty Officer Thanisson,https://www.starwars.com/films/star-wars-episode-vii-the-force-awakens,films,star-wars-episode-vii-the-force-awakens,Star Wars: The Force Awakens (Episode VII)
Characters,616b349746165492a01ad05b,phee-genoa,Phee Genoa,https://www.starwars.com/series/star-wars-the-bad-batch,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
Characters,616b325309c0d492a01ad05b,pintu,Pintu,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,6177f61f4f2a460d329f672d,pip,Pip,https://www.starwars.com/series/the-acolyte,series,the-acolyte,The Acolyte
Characters,616b286e442eb492a01ad05b,plo-koon,Plo Koon,https://www.starwars.com/films/star-wars-episode-ii-attack-of-the-clones,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
Characters,616b286e442eb492a01ad05b,plo-koon,Plo Koon,https://www.starwars.com/films/star-wars-episode-i-the-phantom-menace,films,star-wars-episode-i-the-phantom-menace,Star Wars: The Phantom Menace (Episode I)
Characters,616b286e442eb492a01ad05b,plo-koon,Plo Koon,https://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith,films,star-wars-episode-iii-revenge-of-the-sith,Star Wars: Revenge of the Sith (Episode III)
Characters,616b286e442eb492a01ad05b,plo-koon,Plo Koon,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b28754f617492a01ad05b,pluma-sodi,Pluma Sodi,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b2c7f872c7492a01ad05b,po-nudo,Po Nudo,https://www.starwars.com/films/star-wars-episode-ii-attack-of-the-clones,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
Characters,616b2c7f872c7492a01ad05b,po-nudo,Po Nudo,https://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith,films,star-wars-episode-iii-revenge-of-the-sith,Star Wars: Revenge of the Sith (Episode III)
Characters,616b2c7f872c7492a01ad05b,po-nudo,Po Nudo,https://www.starwars.com/films/star-wars-episode-i-the-phantom-menace,films,star-wars-episode-i-the-phantom-menace,Star Wars: The Phantom Menace (Episode I)
Characters,616b2b4ac8fe7492a01ad05b,poe-dameron,Poe Dameron,https://www.starwars.com/films/star-wars-episode-vii-the-force-awakens,films,star-wars-episode-vii-the-force-awakens,Star Wars: The Force Awakens (Episode VII)
Characters,616b2b4ac8fe7492a01ad05b,poe-dameron,Poe Dameron,https://www.starwars.com/films/star-wars-episode-ix-the-rise-of-skywalker,films,star-wars-episode-ix-the-rise-of-skywalker,Star Wars: The Rise of Skywalker (Episode IX)
Characters,616b2b4ac8fe7492a01ad05b,poe-dameron,Poe Dameron,https://www.starwars.com/films/star-wars-episode-viii-the-last-jedi,films,star-wars-episode-viii-the-last-jedi,Star Wars: The Last Jedi (Episode VIII)
Characters,616b2b4ac8fe7492a01ad05b,poe-dameron,Poe Dameron,https://www.starwars.com/series/star-wars-resistance,series,star-wars-resistance,Star Wars Resistance
Characters,616b2b4ac8fe7492a01ad05b,poe-dameron,Poe Dameron,,games-apps,x-wing-fighter-star-wars-arcade,X-wing Fighter - Star Wars Arcade
Characters,616b2b4ac8fe7492a01ad05b,poe-dameron,Poe Dameron,,games-apps,star-wars-puzzle-droid,Star Wars: Puzzle Droid
Characters,616b2876e995a492a01ad05b,poggle-the-lesser,Poggle the Lesser,https://www.starwars.com/films/star-wars-episode-ii-attack-of-the-clones,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
Characters,616b2876e995a492a01ad05b,poggle-the-lesser,Poggle the Lesser,https://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith,films,star-wars-episode-iii-revenge-of-the-sith,Star Wars: Revenge of the Sith (Episode III)
Characters,616b2876e995a492a01ad05b,poggle-the-lesser,Poggle the Lesser,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b2a9d825b0492a01ad05b,ponda-baba,Ponda Baba,https://www.starwars.com/films/star-wars-episode-iv-a-new-hope,films,star-wars-episode-iv-a-new-hope,Star Wars: A New Hope (Episode IV)
Characters,616b2a9d825b0492a01ad05b,ponda-baba,Ponda Baba,https://www.starwars.com/films/rogue-one,films,rogue-one,Rogue One: A Star Wars Story
Characters,616b2dd14496a492a01ad05b,prashee-and-cratinus,Prashee and Cratinus,https://www.starwars.com/films/star-wars-episode-vii-the-force-awakens,films,star-wars-episode-vii-the-force-awakens,Star Wars: The Force Awakens (Episode VII)
Characters,616b2de250fa4492a01ad05b,praster-ommlen,Praster Ommlen,https://www.starwars.com/films/star-wars-episode-vii-the-force-awakens,films,star-wars-episode-vii-the-force-awakens,Star Wars: The Force Awakens (Episode VII)
Characters,616b317894dfb492a01ad05b,prauf,Prauf,https://www.starwars.com/games-apps/star-wars-jedi-fallen-order,games-apps,star-wars-jedi-fallen-order,Star Wars Jedi: Fallen Order
Characters,616b287c0479b492a01ad05b,pre-vizsla,Pre Vizsla,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b287fdf495492a01ad05b,preigo,Preigo,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b329aa0d2e492a01ad05b,priestess,Priestess,https://www.starwars.com/interactive/virtual-reality/vader-immortal-episode-ii,interactive,virtual-reality,Vader Immortal: Episode II
Characters,616b329aa0d2e492a01ad05b,priestess,Priestess,https://www.starwars.com/interactive/virtual-reality/vader-immortal-episode-i,interactive,virtual-reality,Vader Immortal: Episode I
Characters,616b329aa0d2e492a01ad05b,priestess,Priestess,https://www.starwars.com/interactive/virtual-reality/vader-immortal-episode-iii,interactive,virtual-reality,Vader Immortal: Episode III
Characters,616b2883ae2d0492a01ad05b,prime-minister-almec,Prime Minister Almec,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b28854eb52492a01ad05b,prince-lee-char,Prince Lee-Char,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b2886f57b8492a01ad05b,professor-huyang,Professor Huyang,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b2886f57b8492a01ad05b,professor-huyang,Professor Huyang,https://www.starwars.com/series/star-wars-ahsoka,series,star-wars-ahsoka,Ahsoka
Characters,616b2ddf28d1a492a01ad05b,pru-sweevant,Pru Sweevant,https://www.starwars.com/films/star-wars-episode-vii-the-force-awakens,films,star-wars-episode-vii-the-force-awakens,Star Wars: The Force Awakens (Episode VII)
Characters,616b33c08732c492a01ad05b,pyke-boss,Pyke Boss,https://www.starwars.com/series/the-book-of-boba-fett,series,the-book-of-boba-fett,The Book of Boba Fett
Characters,616b33c208e9d492a01ad05b,pyke-guard,Pyke Guard,https://www.starwars.com/series/the-book-of-boba-fett,series,the-book-of-boba-fett,The Book of Boba Fett
Characters,616b32661ace5492a01ad05b,pyke-torture-droid,Pyke torture droid,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b2c4c49bcc492a01ad05b,pypey,Pypey,https://www.starwars.com/series/star-wars-rebels,series,star-wars-rebels,Star Wars Rebels
Characters,616b2b8fc0e05492a01ad05b,pz-4co-peazy-fourseeo,PZ-4CO (Peazy-Fourseeo),https://www.starwars.com/films/star-wars-episode-viii-the-last-jedi,films,star-wars-episode-viii-the-last-jedi,Star Wars: The Last Jedi (Episode VIII)
Characters,616b2b8fc0e05492a01ad05b,pz-4co-peazy-fourseeo,PZ-4CO (Peazy-Fourseeo),https://www.starwars.com/films/star-wars-episode-vii-the-force-awakens,films,star-wars-episode-vii-the-force-awakens,Star Wars: The Force Awakens (Episode VII)
Characters,616b3292be394492a01ad05b,q9-0-zero,Q9-0 (Zero),https://www.starwars.com/series/the-mandalorian,series,the-mandalorian,The Mandalorian
Characters,616b2fd84a999492a01ad05b,qi-ra,Qi'ra,https://www.starwars.com/films/solo,films,solo,Solo: A Star Wars Story
Characters,616b2fd84a999492a01ad05b,qi-ra,Qi'ra,https://www.starwars.com/games-apps/star-wars-pinball-solo-a-star-wars-story,games-apps,star-wars-pinball-solo-a-star-wars-story,Star Wars Pinball: Solo: A Star Wars Story
Characters,616b32cf1253b492a01ad05b,qin,Qin,https://www.starwars.com/series/the-mandalorian,series,the-mandalorian,The Mandalorian
Characters,616b288892207492a01ad05b,qt-kt,QT-KT,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b2c297ef05492a01ad05b,quarrie,Quarrie,https://www.starwars.com/series/star-wars-rebels,series,star-wars-rebels,Star Wars Rebels
Characters,616b3025581ec492a01ad05b,quay-tolsite,Quay Tolsite,https://www.starwars.com/films/solo,films,solo,Solo: A Star Wars Story
Characters,616b2c935ccf8492a01ad05b,queen-apailana,Queen Apailana,https://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith,films,star-wars-episode-iii-revenge-of-the-sith,Star Wars: Revenge of the Sith (Episode III)
Characters,616b2c60991f2492a01ad05b,queen-breha-organa,Queen Breha Organa,https://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith,films,star-wars-episode-iii-revenge-of-the-sith,Star Wars: Revenge of the Sith (Episode III)
